physician_id,urban_population_perc_in_physician_locality,percent_population_with_health_insurance_in_last10q,physician_gender,physician_tenure,physician_age,physician_speciality
2873,1,0.96,M,30,60,nephrology
2874,1,0.97,F,29,59,nephrology
2875,1,0.39,M,41,67,urology
2876,0.88,0.26,M,35,62,nephrology
2877,1,0.12,F,34,66,nephrology
2878,0.33,0.9,M,33,60,nephrology
2879,0.88,0.88,F,32,59,nephrology
2880,1,0.89,M,32,59,nephrology
2881,0.83,0.88,F,31,69,nephrology
2882,1,0.89,M,31,57,nephrology
2883,1,0.9,M,34,62,nephrology
2884,0.55,0.9,F,32,70,nephrology
2885,0.65,0.9,F,30,56,nephrology
2886,1,0.06,F,42,71,nephrology
2887,1,0.04,M,41,67,urology
2888,1,0.17,M,38,70,nephrology
2889,0.96,0.09,F,37,62,other
2890,0.97,0.6,F,34,62,nephrology
2891,1,0.08,F,31,57,nephrology
2892,1,0.13,F,30,56,nephrology
2893,0.53,0.1,F,29,56,nephrology
2894,0.95,0.18,M,47,72,nephrology
2895,0.89,0.32,M,42,68,nephrology
2896,1,0.13,M,39,66,urology
2897,1,0.47,M,36,65,nephrology
2898,0.88,0.12,M,34,62,other
2899,0.99,0.35,M,33,58,nephrology
2900,0.66,0.15,M,32,64,nephrology
2901,0.8,0.47,F,31,63,other
2902,1,0.84,M,31,61,urology
2903,1,0.87,M,30,64,nephrology
2904,0.95,0.95,F,30,60,nephrology
2905,1,0.4,M,29,56,other
2906,0.9,0.56,M,51,77,nephrology
2907,0.51,0.87,M,30,66,other
2908,0.86,0.04,M,34,66,other
2909,1,0.52,M,49,73,nephrology
2910,1,0.01,M,43,69,nephrology
2911,1,0.23,F,42,65,nephrology
2912,1,0.96,F,41,65,urology
2913,0.89,0.9,F,37,60,nephrology
2914,1,0.5,F,48,74,nephrology
2915,1,0.19,F,48,73,nephrology
2916,1,0.97,M,33,63,other
2917,1,0.95,M,53,77,nephrology
2918,0.95,0.45,M,38,65,nephrology
2919,1,0.87,F,35,61,urology
2920,0.82,0.93,M,60,86,nephrology
2921,0.97,0.93,M,37,66,nephrology
2922,1,0.02,F,34,67,nephrology
2923,1,0.84,M,48,76,urology
2924,0.93,0.41,M,45,71,nephrology
2925,1,0.3,F,32,61,nephrology
2926,0.94,0.96,F,43,68,nephrology
2927,0.88,0.18,M,43,69,nephrology
2928,1,0.32,M,49,73,nephrology
2929,0.99,0.03,M,47,74,nephrology
2930,1,0.84,M,45,72,urology
2931,1,0.21,M,52,79,nephrology
2932,1,0.99,F,49,76,nephrology
2933,1,0.83,F,37,65,nephrology
2934,1,0.94,M,44,71,nephrology
2935,1,0.2,M,48,73,nephrology
2936,1,0.86,M,48,72,nephrology
2937,0.99,0.31,M,32,58,nephrology
2938,0.9,0.87,F,54,77,nephrology
2939,1,0.9,M,38,64,other
2940,1,0.96,M,36,65,nephrology
2941,1,0.89,M,36,62,nephrology
2942,1,0.87,M,34,64,nephrology
2943,1,0.94,M,33,67,nephrology
2944,1,0.94,M,31,57,nephrology
2945,1,0.95,M,34,73,nephrology
2946,0.79,0.01,M,32,73,nephrology
2947,0.91,0.39,M,56,81,nephrology
2948,1,0.89,M,40,65,nephrology
2949,1,0.74,M,39,67,nephrology
2950,1,0.89,M,38,64,nephrology
2951,1,0.87,M,38,64,nephrology
2952,0.97,0.96,M,37,61,nephrology
2953,0.56,0.91,M,37,63,nephrology
2954,1,0.82,M,46,73,nephrology
2955,0.63,0.95,M,39,64,urology
2956,0.94,0.92,M,39,62,nephrology
2957,1,0.73,M,38,64,nephrology
2958,1,0.88,M,38,63,nephrology
2959,0.99,0.88,M,38,64,nephrology
2960,1,0.6,M,38,68,nephrology
2961,0.94,0.92,F,38,63,nephrology
2962,1,0.87,M,37,62,nephrology
2963,1,0.7,M,37,61,nephrology
2964,1,0.79,M,37,61,nephrology
2965,1,0.9,M,37,58,nephrology
2966,1,0.72,M,37,61,urology
2967,1,0.95,F,37,60,nephrology
2968,1,0.93,M,36,63,nephrology
2969,1,0.84,F,36,75,other
2970,1,0.93,M,36,64,nephrology
2971,1,0.46,F,35,61,nephrology
2972,1,0.81,F,35,64,nephrology
2973,1,0.91,M,35,58,nephrology
2974,0.98,0.9,M,34,61,nephrology
2975,0.99,0.92,F,33,61,nephrology
2976,1,0.94,M,34,59,urology
2977,1,0.69,M,37,61,nephrology
2978,1,0.96,M,37,70,nephrology
2979,1,0.84,F,37,63,nephrology
2980,0.58,0.49,M,37,63,nephrology
2981,1,0.69,F,37,58,urology
2982,1,0.76,M,37,66,nephrology
2983,1,0.76,F,36,63,nephrology
2984,1,0.9,F,36,64,other
2985,0.94,0.84,M,34,62,nephrology
2986,1,0.95,M,32,75,nephrology
2987,0.87,0.88,F,36,70,nephrology
2988,0.68,0.87,M,36,71,other
2989,1,0.42,M,35,65,other
2990,1,0.8,M,38,65,urology
2991,1,0.91,M,36,61,urology
2992,1,0.88,M,37,65,nephrology
2993,0.99,0.15,F,35,60,nephrology
2994,1,0.86,M,58,82,nephrology
2995,1,0.92,M,55,84,nephrology
2996,0.97,0.86,M,34,67,other
2997,0.71,0.89,M,55,82,nephrology
2998,1,0.95,M,32,61,nephrology
2999,0.89,0.96,M,40,70,other
3000,1,0.97,F,45,71,nephrology
3001,1,0.48,M,43,68,nephrology
3002,1,0.44,M,43,69,nephrology
3003,0.68,0.87,F,33,59,urology
3004,1,0.94,M,51,75,nephrology
3005,1,0.18,M,39,68,nephrology
3006,0.97,0.91,F,37,65,nephrology
3007,1,0.91,F,34,61,nephrology
3008,1,0.86,M,30,58,nephrology
3009,0.96,0.93,M,39,64,nephrology
3010,1,0.88,M,51,77,nephrology
3011,1,0.93,M,49,80,nephrology
3012,1,0.84,M,48,76,nephrology
3013,1,0.98,M,46,72,nephrology
3014,1,0.97,M,43,69,nephrology
3015,1,0.91,M,43,69,nephrology
3016,0.92,0.19,M,41,66,nephrology
3017,1,0.85,F,40,67,urology
3018,1,0.91,M,40,70,nephrology
3019,1,0.85,M,37,64,nephrology
3020,1,0.92,F,50,73,nephrology
3021,1,0.91,F,54,79,nephrology
3022,1,0.97,F,48,70,nephrology
3023,1,0.08,F,46,69,nephrology
3024,0.99,0.52,M,43,66,nephrology
3025,1,0.97,M,40,66,nephrology
3026,1,0.92,F,40,62,nephrology
3027,1,0.05,M,40,66,urology
3028,1,0.89,M,37,65,other
3029,1,0.81,M,37,59,nephrology
3030,1,0.92,F,35,58,nephrology
3031,1,0.91,F,50,73,nephrology
3032,1,0.1,M,49,73,nephrology
3033,1,0.24,M,46,70,nephrology
3034,0.71,0.9,M,43,68,nephrology
3035,1,0.59,M,37,61,nephrology
3036,1,0.91,F,37,59,nephrology
3037,0.99,0.91,M,45,75,urology
3038,1,0.89,F,44,68,nephrology
3039,1,0.94,M,41,67,nephrology
3040,0.97,0.94,M,41,69,nephrology
3041,0.66,0.86,M,39,64,nephrology
3042,1,0.94,F,39,63,nephrology
3043,1,0.49,F,35,59,nephrology
3044,1,0.38,M,47,70,nephrology
3045,1,0.06,M,45,70,nephrology
3046,1,0.9,M,54,78,nephrology
3047,0.96,0.9,M,36,59,nephrology
3048,1,0.95,F,50,75,nephrology
3049,0.92,0.91,F,41,65,nephrology
3050,0.85,0.89,F,38,62,nephrology
3051,1,0.75,F,40,63,nephrology
3052,0.9,0.93,F,39,63,urology
3053,1,0.9,M,49,73,nephrology
3054,1,0.97,M,48,70,nephrology
3055,1,0.35,F,43,66,nephrology
3056,1,0.88,M,41,65,nephrology
3057,1,0.58,M,40,65,nephrology
3058,1,0.42,F,38,62,nephrology
3059,1,0.91,M,37,60,nephrology
3060,1,0.92,F,37,61,nephrology
3061,1,0.09,F,36,61,other
3062,1,0.92,F,49,70,nephrology
3063,0.5,0.85,M,40,65,nephrology
3064,1,0.36,M,39,64,nephrology
3065,1,0.92,M,39,65,urology
3066,1,0.95,F,37,62,nephrology
3067,0.98,0.24,M,37,60,nephrology
3068,1,0.95,M,34,60,other
3069,1,0.93,F,49,72,nephrology
3070,1,0.9,M,47,70,nephrology
3071,1,0.92,M,47,70,nephrology
3072,1,0.97,M,44,69,nephrology
3073,0.93,0.85,M,40,65,nephrology
3074,1,0.92,F,40,64,nephrology
3075,0.93,0.82,M,38,63,nephrology
3076,1,0.22,M,37,61,nephrology
3077,0.73,0.93,F,37,61,nephrology
3078,0.89,0.43,M,37,61,nephrology
3079,1,0.08,M,37,61,nephrology
3080,0.61,0.86,F,37,62,urology
3081,1,0.76,M,36,61,nephrology
3082,0.96,0.97,F,47,70,nephrology
3083,0.52,0.94,F,32,61,nephrology
3084,0.92,0.96,M,43,66,nephrology
3085,1,0.96,F,47,70,nephrology
3086,0,0.9,M,46,69,nephrology
3087,0.7,0.51,M,43,66,nephrology
3088,1,0.87,M,41,65,nephrology
3089,1,0.3,F,51,74,nephrology
3090,0.7,0.95,F,46,70,nephrology
3091,1,0.01,M,44,69,other
3092,0.85,0.89,M,39,71,nephrology
3093,1,0.3,M,51,75,other
3094,0.99,0.93,M,37,64,nephrology
3095,0.94,0.07,M,52,74,nephrology
3096,1,0.96,M,49,71,nephrology
3097,1,0.9,M,46,71,nephrology
3098,1,0.84,M,46,72,nephrology
3099,0.72,0.92,M,39,63,nephrology
3100,0.92,0.91,F,38,61,nephrology
3101,0.68,0.89,M,56,78,nephrology
3102,1,0.85,F,41,64,nephrology
3103,0.9,0.93,F,36,61,nephrology
3104,1,0.79,M,55,81,nephrology
3105,0.74,0.87,M,46,68,nephrology
3106,1,0.86,M,40,67,nephrology
3107,0.91,0.38,M,39,66,nephrology
3108,1,0.85,M,35,75,nephrology
3109,0.79,0.91,M,50,72,nephrology
3110,0.92,0.9,F,48,72,nephrology
3111,1,0.2,M,41,67,nephrology
3112,0.98,0.96,F,44,66,urology
3113,1,0.74,M,37,61,other
3114,0.98,0.95,M,37,61,nephrology
3115,1,0.97,M,35,60,nephrology
3116,1,0.86,M,47,75,nephrology
3117,0.94,0.96,F,42,66,nephrology
3118,0.56,0.92,M,41,66,nephrology
3119,0.78,0.98,M,39,65,nephrology
3120,0.91,0.91,M,39,64,nephrology
3121,1,0.86,M,35,58,nephrology
3122,0.94,0.94,M,46,72,nephrology
3123,0.9,0.87,F,43,67,nephrology
3124,0.93,0.96,M,42,67,other
3125,1,0.4,M,42,69,nephrology
3126,1,0.87,F,41,63,nephrology
3127,0.91,0.92,F,40,65,nephrology
3128,1,0.83,F,39,62,other
3129,1,0.87,M,39,67,nephrology
3130,1,0.86,M,38,64,nephrology
3131,1,0.11,M,38,63,nephrology
3132,0.97,0.83,M,38,63,nephrology
3133,1,0.94,F,35,59,nephrology
3134,1,0.94,F,44,67,nephrology
3135,0.99,0.88,M,40,64,nephrology
3136,0.7,0.95,M,33,60,nephrology
3137,1,0.79,M,51,78,nephrology
3138,0.79,0.82,M,49,71,nephrology
3139,0.97,0.93,F,48,71,nephrology
3140,0.75,0.3,M,47,71,other
3141,0.96,0.76,M,48,78,nephrology
3142,1,0.32,M,47,71,nephrology
3143,1,0.86,M,20,45,nephrology
3144,0.68,0.89,M,41,66,other
3145,1,0.89,M,41,66,nephrology
3146,0.52,0.35,M,40,66,nephrology
3147,0.77,0.94,M,39,65,nephrology
3148,1,0.95,M,46,76,nephrology
3149,1,0.48,M,45,68,nephrology
3150,0.83,0.25,M,38,60,nephrology
3151,1,0.94,F,37,61,nephrology
3152,0.99,0.96,M,37,61,nephrology
3153,1,0.92,F,42,67,nephrology
3154,1,0.93,F,49,78,nephrology
3155,1,0.05,F,48,71,nephrology
3156,1,0.27,M,41,68,nephrology
3157,1,0.26,M,40,68,nephrology
3158,0.62,0.88,M,52,76,nephrology
3159,1,0.88,F,41,67,nephrology
3160,1,0.87,M,45,69,nephrology
3161,1,0.52,M,45,70,urology
3162,0.74,0.78,F,45,68,nephrology
3163,1,0.93,M,44,70,nephrology
3164,1,0.94,M,44,67,nephrology
3165,0.98,0.96,F,42,68,nephrology
3166,0.94,0.93,M,39,64,urology
3167,1,0.34,M,37,63,nephrology
3168,0.51,0.08,M,34,58,nephrology
3169,0.99,0.97,F,48,73,nephrology
3170,0.35,0.84,M,48,71,nephrology
3171,1,0.87,M,37,60,nephrology
3172,1,0.87,M,49,70,nephrology
3173,0.56,0.84,F,49,72,nephrology
3174,0.96,0.1,M,40,66,nephrology
3175,1,0.11,F,39,61,nephrology
3176,1,0.9,F,45,69,nephrology
3177,1,0.92,M,45,72,nephrology
3178,0.75,0.81,M,45,70,nephrology
3179,1,0.87,F,45,70,nephrology
3180,0.68,0.94,M,45,69,nephrology
3181,0.92,0.17,F,38,61,nephrology
3182,1,0.86,M,39,60,nephrology
3183,1,0.6,F,33,56,nephrology
3184,1,0.91,M,41,67,nephrology
3185,1,0.84,F,37,64,nephrology
3186,0.99,0.97,F,41,63,other
3187,0.95,0.95,M,39,68,other
3188,1,0.93,F,39,62,nephrology
3189,1,0.42,M,41,67,nephrology
3190,1,0.07,M,39,65,nephrology
3191,0.85,0.92,M,47,71,nephrology
3192,1,0.94,F,39,62,other
3193,1,0.91,M,37,63,nephrology
3194,0.92,0.91,M,40,65,nephrology
3195,1,0.92,F,49,73,nephrology
3196,1,0.47,M,45,73,nephrology
3197,1,0.33,M,51,77,other
3198,1,0.92,M,49,80,nephrology
3199,1,0.94,M,44,69,nephrology
3200,0.82,0.92,M,53,79,nephrology
3201,1,0.47,M,39,65,nephrology
3202,1,0.39,M,61,88,nephrology
3203,1,0.6,M,45,72,nephrology
3204,0.99,0.95,M,44,70,urology
3205,0.99,0.99,M,37,62,nephrology
3206,1,0.03,M,60,84,nephrology
3207,1,0.97,M,38,64,nephrology
3208,1,0.36,F,34,63,nephrology
3209,0.94,0.98,M,33,69,nephrology
3210,1,0.9,F,33,66,nephrology
3211,1,0.85,M,32,58,nephrology
3212,0.69,0.99,F,31,56,nephrology
3213,0.93,0.5,M,40,67,nephrology
3214,1,0.97,M,40,67,nephrology
3215,1,0.94,M,39,67,nephrology
3216,0.92,0.91,M,34,65,nephrology
3217,1,0.42,F,38,62,other
3218,0.96,0.96,M,37,64,urology
3219,0.71,0.9,M,32,56,nephrology
3220,0.97,0.96,M,58,82,nephrology
3221,1,0.9,F,56,79,nephrology
3222,1,0.01,F,40,65,other
3223,1,0.86,M,60,85,nephrology
3224,1,0.86,M,54,78,nephrology
3225,1,0.15,F,47,72,nephrology
3226,1,0.03,M,46,72,urology
3227,0.99,0.94,F,50,75,other
3228,1,0.33,F,47,71,urology
3229,1,0.38,M,54,80,nephrology
3230,0.94,0.93,M,49,75,nephrology
3231,1,0.9,M,49,76,nephrology
3232,0.98,0.96,M,49,76,nephrology
3233,1,0.15,F,40,64,nephrology
3234,1,0.97,M,34,61,nephrology
3235,0.98,0.38,M,33,57,other
3236,0.99,0.55,M,31,56,nephrology
3237,1,0.23,F,49,74,other
3238,1,0.22,M,46,72,nephrology
3239,0.86,0.91,M,41,66,nephrology
3240,1,0.16,M,40,70,nephrology
3241,1,0.38,F,39,64,nephrology
3242,1,0.95,M,45,71,nephrology
3243,0.88,0.34,M,43,73,nephrology
3244,1,0.99,M,41,67,nephrology
3245,1,0.95,M,41,68,other
3246,1,0.97,M,41,67,nephrology
3247,1,0.84,M,40,68,nephrology
3248,1,0.89,M,37,64,urology
3249,1,0.92,M,37,63,nephrology
3250,1,0.85,M,37,65,urology
3251,0.77,0.41,M,35,59,nephrology
3252,0.58,0.94,M,35,65,nephrology
3253,0.96,0.08,M,34,64,nephrology
3254,1,0.97,M,32,59,nephrology
3255,0.89,0.27,M,34,63,other
3256,1,0.94,M,37,73,nephrology
3257,0.97,0.93,M,36,73,nephrology
3258,0.9,0.9,M,33,77,nephrology
3259,1,0.87,M,38,67,nephrology
3260,1,0.87,M,35,61,nephrology
3261,1,0.96,M,33,67,nephrology
3262,0.96,0.83,M,31,60,nephrology
3263,1,0.8,M,36,66,nephrology
3264,1,0.93,M,38,70,nephrology
3265,0.87,0.97,M,33,67,nephrology
3266,0.93,0.15,M,31,58,nephrology
3267,1,0.86,M,41,65,nephrology
3268,0.98,0.45,M,39,62,nephrology
3269,0,0.46,F,36,64,nephrology
3270,1,0.9,M,48,71,nephrology
3271,0.88,0.98,M,39,64,nephrology
3272,1,0.47,M,48,71,nephrology
3273,1,0.23,M,47,71,nephrology
3274,1,0.94,M,44,74,nephrology
3275,1,0.91,F,41,65,other
3276,1,0.52,M,40,65,nephrology
3277,1,0.56,M,37,63,nephrology
3278,1,0.92,M,36,61,urology
3279,0.84,0.33,M,34,60,nephrology
3280,0.94,0.96,M,56,78,nephrology
3281,1,0.89,M,47,70,nephrology
3282,0.87,0.6,M,46,69,nephrology
3283,1,0.96,M,38,62,nephrology
3284,1,0.92,F,47,70,nephrology
3285,1,0.52,F,47,72,urology
3286,0.72,0.91,M,37,64,nephrology
3287,0.99,0.11,M,47,69,nephrology
3288,1,0.57,M,37,61,nephrology
3289,1,0.15,M,40,64,nephrology
3290,0.95,0.92,M,36,63,nephrology
3291,1,0.25,F,36,63,other
3292,1,0.73,M,37,61,nephrology
3293,0.77,0.38,M,46,72,other
3294,1,0.9,M,36,63,nephrology
3295,1,0.91,M,36,62,other
3296,1,0.83,M,62,89,nephrology
3297,1,0.02,F,55,79,other
3298,0.44,0.9,M,54,77,nephrology
3299,1,0.14,F,53,77,nephrology
3300,1,0.84,F,52,76,urology
3301,0.9,0.95,F,52,76,nephrology
3302,0.55,0.59,M,51,76,nephrology
3303,1,0.89,F,50,75,urology
3304,1,0.79,M,48,73,nephrology
3305,1,0.05,F,45,69,nephrology
3306,1,0.3,F,45,70,nephrology
3307,1,0.91,M,44,69,nephrology
3308,0.66,0.25,F,43,67,nephrology
3309,0.94,0.96,M,42,79,nephrology
3310,1,0.92,M,42,66,nephrology
3311,1,0.2,F,41,66,nephrology
3312,0.89,0.07,F,40,64,nephrology
3313,0.98,0.59,F,37,62,urology
3314,1,0.42,M,36,61,nephrology
3315,0.36,0.93,F,49,75,nephrology
3316,0.95,0.91,F,49,74,nephrology
3317,1,0.88,F,40,64,nephrology
3318,1,0.56,F,40,64,urology
3319,1,0.86,F,40,69,nephrology
3320,1,0.91,M,57,83,nephrology
3321,1,0.97,F,57,83,nephrology
3322,1,0.41,M,52,76,nephrology
3323,1,0.04,F,40,65,nephrology
3324,0.98,0.9,M,53,82,nephrology
3325,0.98,0.3,M,49,75,nephrology
3326,1,0.92,M,46,71,nephrology
3327,1,0.22,M,45,72,nephrology
3328,0.96,0.01,F,40,67,other
3329,0.99,0.52,M,34,61,nephrology
3330,1,0.91,M,34,63,nephrology
3331,1,0.39,M,32,58,nephrology
3332,1,0.87,F,54,84,urology
3333,0.71,0.89,F,51,76,nephrology
3334,1,0.97,M,47,73,urology
3335,0.98,0.05,F,45,70,nephrology
3336,0.86,0.94,M,41,68,nephrology
3337,1,0.26,M,41,65,nephrology
3338,0.34,0.8,F,40,66,urology
3339,1,0.2,M,38,63,nephrology
3340,0.93,0.38,F,38,62,nephrology
3341,1,0.16,M,36,62,other
3342,0.38,0.87,M,36,61,nephrology
3343,0.67,0.87,M,53,81,nephrology
3344,0.99,0.83,F,36,73,nephrology
3345,0.89,0.34,M,36,71,nephrology
3346,1,0.27,M,38,62,nephrology
3347,0.99,0.41,F,37,62,nephrology
3348,1,0.58,M,38,64,nephrology
3349,1,0.91,M,34,62,nephrology
3350,1,0.01,M,33,70,urology
3351,1,0.88,F,39,63,nephrology
3352,0.97,0.9,M,37,61,nephrology
3353,1,0.96,M,49,76,nephrology
3354,1,0.97,F,35,60,nephrology
3355,0.96,0.09,M,41,68,nephrology
3356,1,0.6,F,38,61,nephrology
3357,1,0.97,M,36,59,nephrology
3358,1,0.01,F,35,59,nephrology
3359,1,0.01,M,46,69,nephrology
3360,1,0.98,M,41,64,nephrology
3361,0.71,0.75,F,42,75,nephrology
3362,1,0.89,M,37,64,nephrology
3363,1,0.15,M,34,60,nephrology
3364,1,0.84,M,50,81,urology
3365,0.97,0.9,M,44,75,nephrology
3366,1,0.97,M,32,61,nephrology
3367,1,0.46,M,40,65,other
3368,0,0.47,M,37,60,nephrology
3369,1,0.5,F,48,71,nephrology
3370,0.87,0.97,F,51,78,urology
3371,1,0.97,F,33,59,nephrology
3372,1,0.97,F,41,64,nephrology
3373,1,0.95,M,52,75,nephrology
3374,0.98,0.95,M,47,70,nephrology
3375,1,0.9,F,46,69,nephrology
3376,1,0.9,F,47,73,nephrology
3377,1,0.98,F,47,70,nephrology
3378,1,0.9,M,43,68,urology
3379,1,0.13,M,52,76,nephrology
3380,1,0.94,F,48,73,nephrology
3381,1,0.17,F,43,66,nephrology
3382,1,0.47,M,54,76,nephrology
3383,1,0.26,F,42,66,nephrology
3384,1,0.35,F,41,68,nephrology
3385,1,0.92,M,40,63,nephrology
3386,1,0.53,M,41,65,nephrology
3387,0.86,0.23,M,40,65,nephrology
3388,1,0.43,M,33,58,other
3389,1,0.94,M,46,71,nephrology
3390,1,0.82,F,46,70,nephrology
3391,0.81,0.92,M,42,67,urology
3392,1,0.96,M,41,65,nephrology
3393,1,0.94,M,37,60,nephrology
3394,1,0.98,M,34,58,nephrology
3395,0.99,0.96,F,31,56,nephrology
3396,0.4,0.98,F,36,59,nephrology
3397,1,0.93,M,47,72,nephrology
3398,0.96,0.95,M,45,71,nephrology
3399,1,0.86,F,35,57,nephrology
3400,0.99,0.9,F,34,61,nephrology
3401,1,0.23,M,50,79,nephrology
3402,1,0.22,M,45,72,nephrology
3403,0,0.96,M,45,72,nephrology
3404,1,0.36,M,40,65,nephrology
3405,0.84,0.91,M,38,64,nephrology
3406,0.99,0.96,M,45,70,nephrology
3407,1,0.93,F,40,68,nephrology
3408,0.68,0.93,F,37,67,nephrology
3409,1,0.93,M,37,63,nephrology
3410,1,0.91,M,36,61,nephrology
3411,0.98,0.42,M,35,66,other
3412,1,0.89,M,34,61,urology
3413,1,0.89,M,33,60,urology
3414,0.93,0.93,F,32,76,nephrology
3415,1,0.6,M,33,63,nephrology
3416,0.77,0.85,M,33,60,nephrology
3417,1,0.14,M,32,61,nephrology
3418,0.97,0.07,M,32,61,urology
3419,0.66,0.37,M,32,59,nephrology
3420,0.89,0.93,M,32,58,other
3421,1,0.95,M,32,61,nephrology
3422,1,0.1,M,32,59,nephrology
3423,0.64,0.24,M,31,61,nephrology
3424,0.99,0.92,F,31,60,nephrology
3425,1,0.78,M,31,59,nephrology
3426,0.9,0.88,M,31,60,nephrology
3427,0.72,0.27,M,31,60,other
3428,1,0.9,M,30,63,nephrology
3429,0.84,0.92,M,30,61,urology
3430,1,0.95,F,30,56,nephrology
3431,0.99,0.94,M,29,55,other
3432,0.46,0.32,F,29,60,other
3433,0.79,0.92,M,29,70,urology
3434,0.64,0.98,M,29,68,urology
3435,0.97,0.19,M,29,58,nephrology
3436,0.77,0.2,F,31,77,other
3437,0.89,0.96,F,42,80,nephrology
3438,0.97,0.04,M,14,42,nephrology
3439,0.93,0.13,M,43,69,nephrology
3440,1,0.96,F,35,64,nephrology
3441,1,0.95,M,36,62,other
3442,1,0.92,M,39,66,nephrology
3443,1,0.2,M,32,58,nephrology
3444,1,0.84,F,36,62,nephrology
3445,0,0.32,M,43,67,nephrology
3446,0.95,0.3,F,30,57,nephrology
3447,1,0.88,M,35,61,nephrology
3448,0.97,0.91,M,30,57,nephrology
3449,0.58,0.82,M,31,70,urology
3450,0.97,0.96,M,35,61,nephrology
3451,1,0.89,M,40,65,nephrology
3452,1,0.96,F,34,68,nephrology
3453,0.33,0.91,F,34,65,nephrology
3454,1,0.89,M,34,60,nephrology
3455,1,0.74,M,35,66,other
3456,0.43,0.89,M,37,60,other
3457,1,0.25,M,44,74,nephrology
3458,1,0.7,F,36,59,urology
3459,0.96,0.76,M,45,70,other
3460,1,0.8,M,43,66,nephrology
3461,1,0.98,F,32,57,nephrology
3462,1,0.95,M,40,65,nephrology
3463,1,0.79,M,38,61,nephrology
3464,1,0.48,F,44,68,urology
3465,0.69,0.92,M,46,83,urology
3466,0.76,0.04,M,32,59,nephrology
3467,1,0.84,M,31,60,nephrology
3468,0.79,0.12,M,32,60,nephrology
3469,1,0.9,M,32,63,nephrology
3470,1,0.29,M,32,66,nephrology
3471,1,0.5,M,31,58,nephrology
3472,1,0.08,M,31,59,nephrology
3473,1,0.87,M,31,63,nephrology
3474,0.68,0.96,F,30,58,nephrology
3475,0.93,0.89,F,30,57,nephrology
3476,0.37,0.09,M,30,56,other
3477,0,0.96,F,30,57,other
3478,1,0.24,M,30,59,nephrology
3479,1,0.9,M,30,63,nephrology
3480,0.89,0.28,F,30,58,nephrology
3481,0.8,0.81,M,30,60,other
3482,0.86,0.1,F,29,60,nephrology
3483,1,0.18,F,29,80,nephrology
3484,1,0.93,F,28,54,nephrology
3485,1,0.51,F,29,57,nephrology
3486,1,0.14,M,28,57,nephrology
3487,1,0.16,M,28,55,nephrology
3488,0.78,0.55,M,40,67,urology
3489,0.99,0.31,F,28,54,other
3490,1,0.49,F,28,58,nephrology
3491,0.9,0.97,M,43,69,nephrology
3492,1,0.38,F,28,54,nephrology
3493,0.97,0.92,M,28,59,nephrology
3494,1,0.8,M,29,62,nephrology
3495,1,0.86,M,37,63,nephrology
3496,1,0.81,M,28,54,nephrology
3497,1,0.77,M,28,57,nephrology
3498,1,0.91,F,28,54,nephrology
3499,1,0.54,M,28,59,other
3500,1,0.55,F,28,55,nephrology
3501,1,0.54,F,28,65,urology
3502,0.53,0.93,M,28,54,nephrology
3503,1,0.39,F,28,55,nephrology
3504,1,0.43,M,28,55,nephrology
3505,1,0.26,M,28,58,nephrology
3506,0.49,0.88,M,28,55,nephrology
3507,0.77,0.88,M,28,54,urology
3508,1,0.26,F,28,55,nephrology
3509,1,0.48,M,28,56,nephrology
3510,0.71,0.15,F,28,54,nephrology
3511,0.84,0.17,M,28,57,nephrology
3512,1,0.21,F,28,54,nephrology
3513,1,0.2,F,28,57,nephrology
3514,1,0.09,F,28,62,nephrology
3515,0.89,0.43,M,28,59,nephrology
3516,0.89,0.4,M,28,54,nephrology
3517,0.71,0.9,F,28,57,nephrology
3518,1,0.56,F,28,64,nephrology
3519,1,0.9,F,28,56,other
3520,1,0.93,F,28,54,other
3521,0.99,0.72,F,28,55,nephrology
3522,0,0.92,F,28,62,nephrology
3523,1,0.9,M,28,56,nephrology
3524,1,0.37,M,28,54,urology
3525,0.98,0.94,M,28,54,nephrology
3526,0.78,0.22,F,28,56,nephrology
3527,0.93,0.84,M,28,53,nephrology
3528,0.99,0.04,M,28,55,other
3529,1,0.32,M,28,55,nephrology
3530,0.75,0.13,F,28,55,nephrology
3531,1,0.04,M,28,55,nephrology
3532,1,0.99,F,28,61,nephrology
3533,1,0.17,M,28,55,nephrology
3534,1,0.97,M,28,53,nephrology
3535,1,0.89,F,28,55,nephrology
3536,1,0.98,M,28,54,urology
3537,0.97,0.93,M,28,54,nephrology
3538,1,0.48,F,28,54,nephrology
3539,0.97,0.91,M,28,54,nephrology
3540,0.98,0.99,M,28,55,other
3541,0.67,0.93,F,28,54,nephrology
3542,0.98,0.92,M,28,54,other
3543,0.71,0.92,F,28,55,other
3544,0.99,0.56,F,28,56,nephrology
3545,1,0.22,F,28,60,nephrology
3546,0.59,0.56,M,28,55,urology
3547,1,0.35,M,28,59,nephrology
3548,1,0.97,M,39,65,nephrology
3549,0.99,0.19,M,28,62,nephrology
3550,0.84,0.39,M,28,54,other
3551,0.97,0.21,M,28,67,nephrology
3552,0,0.57,M,28,54,nephrology
3553,1,0.92,F,28,56,other
3554,0.97,0.34,M,28,55,nephrology
3555,1,0.89,M,28,65,nephrology
3556,0.97,0.89,M,28,56,nephrology
3557,1,0.74,F,28,56,nephrology
3558,1,0.94,M,28,55,nephrology
